"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 13 11:12:54 GMT 2023","Thu Jul 13 11:12:56 GMT 2023","2347","","Testing telnyx with webdriverIO","","","","TX_006 Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page",""
"passed","Thu Jul 13 11:10:42 GMT 2023","Thu Jul 13 11:10:47 GMT 2023","5287","","Testing telnyx with webdriverIO","","","","TX_018 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields",""
"broken","Thu Jul 13 11:12:38 GMT 2023","Thu Jul 13 11:12:44 GMT 2023","6759","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"broken","Thu Jul 13 11:12:47 GMT 2023","Thu Jul 13 11:12:49 GMT 2023","2394","","Testing telnyx with webdriverIO","","","","TX_003 Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page",""
"passed","Thu Jul 13 11:09:35 GMT 2023","Thu Jul 13 11:09:43 GMT 2023","8251","","Testing telnyx with webdriverIO","","","","TX_012 Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data",""
"broken","Thu Jul 13 11:14:01 GMT 2023","Thu Jul 13 11:14:03 GMT 2023","2147","","Testing telnyx with webdriverIO","","","","TX_016 Test Sign In form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 11:08:06 GMT 2023","Thu Jul 13 11:08:15 GMT 2023","9190","","Testing telnyx with webdriverIO","","","","TX_004 Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page",""
"broken","Thu Jul 13 11:09:08 GMT 2023","Thu Jul 13 11:09:22 GMT 2023","13752","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"unknown","Thu Jul 13 11:08:22 GMT 2023","Thu Jul 13 11:09:22 GMT 2023","60017","","Testing telnyx with webdriverIO","","","","TX_003 Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page",""
"broken","Thu Jul 13 11:13:34 GMT 2023","Thu Jul 13 11:13:36 GMT 2023","2151","","Testing telnyx with webdriverIO","","","","TX_013 Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"broken","Thu Jul 13 11:13:03 GMT 2023","Thu Jul 13 11:13:18 GMT 2023","14536","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"passed","Thu Jul 13 11:09:43 GMT 2023","Thu Jul 13 11:09:51 GMT 2023","8147","","Testing telnyx with webdriverIO","","","","TX_013 Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"broken","Thu Jul 13 11:12:49 GMT 2023","Thu Jul 13 11:12:52 GMT 2023","2547","","Testing telnyx with webdriverIO","","","","TX_004 Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page",""
"passed","Thu Jul 13 11:08:36 GMT 2023","Thu Jul 13 11:08:46 GMT 2023","9834","","Testing telnyx with webdriverIO","","","","TX_007 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data ​​in the required fields, form opened via link from the ""SMS API"" page",""
